title,price,brand,image_link,url,sub_category,category,gender,promotions,metadata_features
adidas Men's Crazy 1 Adv Fitness Shoes,£51.49 - £250.99,Visit the adidas Store,https://m.media-amazon.com/images/I/41X7Hz7RdoL.jpg,https://www.amazon.co.uk/dp/B078T5JP1D,Basketball Shoes,Sports & Outdoor Shoes,Male,20.00%,Sole: Rubber  Closure: Lace-Up  Shoe Width: Medium
Marc O'Polo Sami 4a  Men's Chukka Boots,£132.76 - £138.06,Marc O'Polo,https://m.media-amazon.com/images/I/319NkfOUF9L.jpg,https://www.amazon.co.uk/dp/B08TWPJR4Z,Boots,Men's Shoes,Male,26.00%,Outer Material: Sporty calf leather  Inner Material: Breathable microfibre/fabric  Sole: Tr  Closure: Zip  Heel Type: Flat  Shoe Width: Medium
PUMA Women's Ralph Sampson Lo Metal WNS Sneaker,£40.96 - £73.46,Visit the PUMA Store,https://m.media-amazon.com/images/I/41vF3hX9CuL.jpg,https://www.amazon.co.uk/dp/B088RFRK33,Fashion Trainers,Fashion & Athletic Trainers,Female,14.00%,Outer Material: Smooth Leather  Inner Material: Synthetic  Sole: Rubber  Closure: Lace-Up  Shoe Width: Medium
ELT - Florenz Long Riding Boots Tall Boots Elegent Boots with Derby Lacing Black Wide Calf,£79.00,Visit the Equipride Store,https://m.media-amazon.com/images/I/41f-9MOHFoL.jpg,https://www.amazon.co.uk/dp/B08SKQ7WZH,Long Riding Boots,Equestrian Boots,Female,36.00%,Outer Material: Faux Leather  Closure: Zip  Shoe Width: Medium
HROYL Ladies&Girls Rhinestones Profession Latin Tango Cha-cha Ballroom Party Bride Weding Dance Shoe UKYCL356-8.5-5059-Red 7.5UK/40.5EU/26.5CM,£45.99,Visit the HROYL Store,https://m.media-amazon.com/images/I/5127PEcH2ML.jpg,https://www.amazon.co.uk/dp/B07YRHW59C,Dance Shoes,Sports & Outdoor Shoes,Female,39.00%,❤️Fine workmanship: The high-quality satin surface is decorated with rhinestones. The rhinestones are pasted by hand by hand  the color is beautiful  and it is not easy to fall off.  ❤️ Design: Fashionable and luxurious style  woven with multiple ribbons  originated from tradition  and higher than traditional design  it is a must-have product for stage performances or attending parties.  Outer Material: Satin  Inner Material: Manmade  Sole: Synthetic  Closure: Buckle  Heel Height: 8.5 centimetres  Material Composition: satin/rhinestone/suede  Shoe Width: Normal  ❤️ Soft & Light weight: Super lightweight and flexible  make you feel great freedom and comfortable in wearing  keep your amazing dancing.  ❤️ Occasion: indoor ballroom dance such as salsa  quickstep  latin  waltz  foxtrot  rumba  cha cha  swing  disco  samba  jive tango Flamenco tap or some other special occasion such as wedding  party or dance training center  etc.  ❤️SizeTips: Dance shoes are different from ordinary sports shoes. Please measure your feet length and width before ordering  then check our size chart to buy. If your feet are a little bit wide  please choose one big size.
Playshoes Boy's Unisex Kids Lined Rain Boot Wellies Classic Wellington Rubber Child,£15.83 - £33.49,Visit the Playshoes Store,https://m.media-amazon.com/images/I/41PnKr6I6mL.jpg,https://www.amazon.co.uk/dp/B073P7RD69,Boots,Boys' Shoes,Male,26.00%,Outer Material: Rubber  Inner Material: Fabric  Sole: Rubber  Closure: Pull-On  Heel Height: 0.5 centimetres  Heel Type: Block  Material Composition: 100 % Polyester  Fit Type: Regular Size  Shoe Width: Regular
Skechers Vigor 2.0 Trait  Men's Vigor 2.0 Trait,£58.04 - £202.81,Visit the Skechers Store,https://m.media-amazon.com/images/I/418Yr8hgOrL.jpg,https://www.amazon.co.uk/dp/B00FLCPDVS,Trekking & Hiking Footwear,Sports & Outdoor Shoes,Male,33.00%,Outer Material: Leather  Sole: Rubber  Closure: Lace-Up  Heel Type: No Heel  Shoe Width: medium mens_us
Vibram Women's V-Trek Black Insulated Hiking Shoe 42 M EU (9.5-10 M US),,Vibram,https://m.media-amazon.com/images/I/41hMv+AsrdL.jpg,https://www.amazon.co.uk/dp/B08QJPTKQF,Trekking & Hiking Shoes,Trekking & Hiking Footwear,Female,19.00%,Heel Type: no-heel  Shoe Width: Medium
Beppi Unisex Kid's Zapatos Sneaker,£8.41 - £24.88,Visit the Beppi Store,https://m.media-amazon.com/images/I/41K6hHRrz8L.jpg,https://www.amazon.co.uk/dp/B085614S4T,Fashion Trainers,Fashion & Athletic Trainers,Male,10.00%,Outer Material: Synthetic  Inner Material: Manmade  Sole: Leather and synthetic  Closure: Lace-Up  Shoe Width: Medium
PUMA Unisex's Rs-x Sneaker  Medium,£84.98 - £199.93,Visit the PUMA Store,https://m.media-amazon.com/images/I/51e42pqHCNL.jpg,https://www.amazon.co.uk/dp/B07ZN872MR,Fashion Trainers,Fashion & Athletic Trainers,Male,34.00%,Outer Material: Synthetic  Sole: Rubber  Closure: Lace-Up  Heel Type: low-heel  Shoe Width: Medium
New Balance Visaro 2.0 Pro Fg  Men’s Footbal Shoes,£86.99 - £188.57,Visit the New Balance Store,https://m.media-amazon.com/images/I/41HDHDV4TKL.jpg,https://www.amazon.co.uk/dp/B01N29CR4A,Football Boots,Sports & Outdoor Shoes,Male,19.00%,Outer Material: Synthetic  Inner Material: Manmade  Sole: Rubber  Closure: Lace-Up  Shoe Width: Medium
KangaROOS Women's Kc-Chunky Ev Sneaker,£18.01 - £53.29,KangaROOS,https://m.media-amazon.com/images/I/31oIguDQ2RL.jpg,https://www.amazon.co.uk/dp/B081R1G2B1,,,Female,19.00%,Outer Material: PU + Nylon + Mesh + TPU  Inner Material: Mesh  Sole: Phylon + TPrubber + TPU  Closure: Hook & Loop  Shoe Width: Medium
My Neighbor TotoroCanvas Sneaker Lace Up Sneakers Casual Canvas Shoes Unisex Couple Trainers Ankle Short Boots High Top Student Sports Shoes Lightweight Breathable Flat Outdoor Shoes Size 8.5 UK,£34.82,M.YAN,https://m.media-amazon.com/images/I/51rKyn2ljcL.jpg,https://www.amazon.co.uk/dp/B08Y5XQ1YR,Fashion Trainers,Fashion & Athletic Trainers,Female,24.00%,Outer Material: Canvas  Closure: Lace-Up  Shoe Width: Medium  Occasions: Perfect for everyday  leisure  holidays  party  work  sports & outdoor.
victoria Inglesa Lona Tintada Punt  Unisex Kids Low,£23.57 - £29.90,VICTORIA,https://m.media-amazon.com/images/I/41IcbfF7bWL.jpg,https://www.amazon.co.uk/dp/B00C1EVE44,Fashion Trainers,Fashion & Athletic Trainers,Male,17.00%,Made in: Spain  Fit: True to Size  Outer Material: Canvas  Inner Material: Textile  Sole: Synthetic  Closure: Lace-Up  Heel Height: 1.5 centimetres  Heel Type: Flat  Shoe Width: Normale  Outsole: Rubber  Upper: Cotton  Features of this item include: Vegan
Flirty Wardrobe Chunky Sock Sneakers Lace Up Trainers Platform Pumps Sport Shoes Womens Ladies American,£24.99 - £29.99,Visit the Flirty Wardrobe Store,https://m.media-amazon.com/images/I/41w0kEFdUSL.jpg,https://www.amazon.co.uk/dp/B09CK9PZ9C,Fashion Trainers,Fashion & Athletic Trainers,Female,33.00%,Outer Material: Synthetic  Closure: Lace-Up  Shoe Width: Medium
Bombas Women's Originals Ankle best,£38.52,BOMBAS,https://m.media-amazon.com/images/I/41lEBCXprQS.jpg,https://www.amazon.co.uk/dp/B0816V68VN,Fashion Trainers,Fashion & Athletic Trainers,Female,30.00%,
Kenneth Cole New York Women's Mara Mule Slip on Sneaker,£56.62 - £84.56,Kenneth Cole New York,https://m.media-amazon.com/images/I/4172REbBwqL.jpg,https://www.amazon.co.uk/dp/B079G1755P,Fashion Trainers,Fashion & Athletic Trainers,Female,34.00%,Sole: Man Made  Closure: Pull On  Heel Type: Low  Shoe Width: Medium
IGI&Co Women's Dfxgt 61638 Rain Shoe,£60.58 - £64.87,IGI&Co,https://m.media-amazon.com/images/I/418SO1tJlPL.jpg,https://www.amazon.co.uk/dp/B085R31SCP,Fashion Trainers,Fashion & Athletic Trainers,Female,14.00%,Outer Material: Suede  Inner Material: Manmade  Sole: Ethylene Vinyl Acetate  Closure: snare  Heel Type: Flat  Shoe Width: Medium
adidas Originals Women's Stan Smith Sneaker  2/2.5 UK,£85.29 - £193.40,adidas Originals,https://m.media-amazon.com/images/I/31sJqty5rTL.jpg,https://www.amazon.co.uk/dp/B07S5G2XWG,Fashion Trainers,Fashion & Athletic Trainers,Female,33.00%,Sole: Rubber  Closure: Lace-Up  Heel Type: low  Shoe Width: Medium
Merrell Men's World Vue Lace Oxford,£64.92 - £225.00,Visit the Merrell Store,https://m.media-amazon.com/images/I/41rwZFRQPrL.jpg,https://www.amazon.co.uk/dp/B071JWF5R2,Lace-ups,Men's Shoes,Male,29.00%,Outer Material: Leather  Sole: Rubber  Closure: Lace-Up  Shoe Width: medium
adidas Women's X Cross Trainer  AD Template Size,£50.50 - £150.97,Visit the adidas Store,https://m.media-amazon.com/images/I/31HGH6IrvlL.jpg,https://www.amazon.co.uk/dp/B07ZGHZYGM,Cross Trainers,Sports & Outdoor Shoes,Female,20.00%,Outer Material: Mesh  Sole: Rubber  Closure: Lace-Up  Heel Type: No Heel  Shoe Width: Medium
Boulevard Girls Kids Childrens Black Patent Velcro School Formal Party Shoes Size 8-2,£10.56 - £14.99,Boulevard,https://m.media-amazon.com/images/I/41ziRxvMn6L.jpg,https://www.amazon.co.uk/dp/B01DM80EUM,Mary Janes,Girls' Shoes,Female,18.00%,Outer Material: Synthetic  Inner Material: Manmade  Sole: Rubber  Closure: Hook & Loop  Heel Height: 1 inches  Material Composition: Manmade  Shoe Width: Medium
Marc O'Polo Women's Venuse 1a Sneaker,£35.79 - £104.22,Marc O'Polo,https://m.media-amazon.com/images/I/31xED-xXgiL.jpg,https://www.amazon.co.uk/dp/B08DDBYBCV,Fashion Trainers,Fashion & Athletic Trainers,Female,27.00%,Outer Material: Smooth Leather  Inner Material: Textile  Sole: Rubber  Closure: Lace-Up  Shoe Width: Schmal
Soludos – Women’s Elephant Slip-On Fashion Sneakers,£54.52 - £60.46,Soludos,https://m.media-amazon.com/images/I/41MgtfrbMfL.jpg,https://www.amazon.co.uk/dp/B081S9XJRF,Fashion Trainers,Fashion & Athletic Trainers,Female,35.00%,Outer Material: Velvet  Closure: Pull On  Heel Type: No Heel  Shoe Width: Normal
HROYL Latin Dance Shoes Women Tango Dance Shoes Waltz Ballroom High Heel Shoes Women Model QJW7178,£34.99 - £37.99,Visit the HROYL Store,https://m.media-amazon.com/images/I/51-mS1jC7QL.jpg,https://www.amazon.co.uk/dp/B08D7BWFTD,,,Female,37.00%,❤️External material: The dancing boots are made of flannel synthetic material  which has a very high touch. The comfortable inside of the shoe and the soft texture of the suede sole allow you to dance indoors.  ❤️Design: The refreshing fish-mouth design  coupled with the diamond-shaped cross lace up design  makes the shoes look full of personality. Leopard print covers the entire upper and heel  making the shoes blend with nature. The double closing method of zipper and lace makes the shoes novel and convenient. This is one of the best choices for professional dancers.  Outer Material: Synthetic  Inner Material: Manmade  Sole: Synthetic  Closure: Zip  Heel Height: 10 centimetres  Shoe Width: Normal  ❤️ Heel: We support a variety of heel types and heights for free customization  if necessary  please refer to our heel display  and then inform your needs when placing an order.  ❤️ Applicable people: indoor/outdoor ballroom dance  such as salsa  fast-step dance  Latin dance  waltz  foxtrot  rumba  chacha  swing  disco  samba  giff  tango  Franc Mingge dancing  playing music or other special occasions  such as weddings  parties or dance training centers.  ❤️ Size tip: Please measure the length and width of your feet before ordering  then check our size chart to purchase. For customers with slightly wider feet  please select the size one size larger.
Aravon Women's Beaumont Lace Up Sneaker,£66.11 - £114.20,Aravon,https://m.media-amazon.com/images/I/31RrkWu6EPL.jpg,https://www.amazon.co.uk/dp/B07BHS1KVQ,Fashion Trainers,Fashion & Athletic Trainers,Female,38.00%,Sole: Rubber  Closure: Lace-Up  Heel Type: Stacked  Shoe Width: Wide
Kelme Unisex's Precision Elite 2.0 Futsal Shoes,£43.56 - £44.08,Kelme,https://m.media-amazon.com/images/I/311-ywE0d1L.jpg,https://www.amazon.co.uk/dp/B07SCQLQKR,Sports & Outdoor Shoes,Fashion & Athletic Trainers,Male,19.00%,Outer Material: Synthetic  Inner Material: Manmade  Sole: Bast  Closure: Lace-Up  Shoe Width: Medium
Safety Joggers YUKON S1P Mens Slip On Lightweight Safety Steel Toe Cap Walking Work Trainers Shoes 5-12,£19.00 - £29.95,Generic,https://m.media-amazon.com/images/I/31VXR9mXVTS.jpg,https://www.amazon.co.uk/dp/B095L2V5F9,Work & Utility Footwear,Men's Shoes,Male,33.00%,Outer Material: Mesh  Closure: Pull On  Shoe Width: Normal
Cole Haan Men's Originalgrand Stitchlite Wingtip Oxford,£88.90 - £130.81,Visit the Cole Haan Store,https://m.media-amazon.com/images/I/41Ts32sk-aL.jpg,https://www.amazon.co.uk/dp/B07V5J4DBW,Lace-ups,Men's Shoes,Male,15.00%,Outer Material: Synthetic  Sole: Rubber  Closure: Lace-Up  Shoe Width: Medium
Bisgaard Unisex Kid's Scandinavia Rain Boot,£20.93 - £45.35,Bisgaard,https://m.media-amazon.com/images/I/41aBHCN0C3L.jpg,https://www.amazon.co.uk/dp/B073PZW43P,Boots,Boys' Shoes,Male,28.00%,Outer Material: Rubber  Inner Material: Textile  Sole: Rubber  Closure: Slip-On  Heel Type: Flat  Shoe Width: Normale
Etnies Men's Calli-Cut Skate Shoe,£39.99 - £140.89,Visit the Etnies Store,https://m.media-amazon.com/images/I/31XhUagcN3L.jpg,https://www.amazon.co.uk/dp/B07PVBJ7QN,,,Male,27.00%,Outer Material: Smooth Leather  Synthetic  Inner Material: Synthetic  Sole: Rubber  Closure: Lace-Up  Shoe Width: Medium
Lico Unisex Kid's Key Vs Sneaker,£50.34,Visit the Lico Store,https://m.media-amazon.com/images/I/51jN7F9YN8L.jpg,https://www.amazon.co.uk/dp/B08R43SVVB,Fashion Trainers,Fashion & Athletic Trainers,Male,16.00%,Outer Material: Synthetic  Inner Material: Manmade  Sole: Rubber  Closure: Hook & Loop  Heel Type: Flat  Shoe Width: Medium
Under Armour Men's Charged Assert 8 Running Shoe,£47.63 - £190.26,Visit the Under Armour Store,https://m.media-amazon.com/images/I/41xqg5rr4KS.jpg,https://www.amazon.co.uk/dp/B07G7H4B3Y,Road Running Shoes,Running Shoes,Male,19.00%,Outer Material: Synthetic  Inner Material: Synthetic  Sole: Rubber  Closure: Lace-Up  Material Composition: #  Shoe Width: Medium
ONITSUKA TIGER Unisex's Mexico 66 Trainers,£58.52 - £124.00,Onitsuka Tiger,https://m.media-amazon.com/images/I/41F2833NEoL.jpg,https://www.amazon.co.uk/dp/B00NNHCYC4,Fashion Trainers,Fashion & Athletic Trainers,Male,11.00%,Outer Material: Leather  Inner Material: Manmade  Sole: Rubber  Closure: Lace-Up  Heel Type: Flat  Shoe Width: Normal
FRYE Men's Paul Wingtip Oxford,£49.33 - £307.04,FRYE,https://m.media-amazon.com/images/I/41xuG2piJGL.jpg,https://www.amazon.co.uk/dp/B08GRTVRJ7,Lace-ups,Men's Shoes,Male,13.00%,·STYLE AND DESIGN: Streamlined design on a durable Goodyear welt construction  can be worn casual with jeans or dressed up with slacks. Whether it be a Chelsea boot  inside zip  or an oxford that converts to a slip on  there is a Paul for every man.  Sole: Leather and Rubber  Closure: Lace-Up  Shoe Width: Medium  COMFORT: Rubber forepart and soft leather lining provides day to night comfort.  ·PERFECT FIT: Medium width and true to size.
Reebok Women's Flexagon Force 3.0 Cross Trainer,£73.12,Visit the Reebok Store,,https://www.amazon.co.uk/dp/B08847Y27K,Cross Trainers,Sports & Outdoor Shoes,Female,22.00%,Sole: Rubber  Closure: Lace-Up  Heel Type: No Heel  Shoe Width: Medium
PUMA Women's Basket Platform Patent Fashion Sneaker  AD Template Size,£44.60 - £133.46,Visit the PUMA Store,https://m.media-amazon.com/images/I/4114e6lwoxL.jpg,https://www.amazon.co.uk/dp/B07BC8C8K8,Fashion Trainers,Fashion & Athletic Trainers,Female,40.00%,Outer Material: Leather  Sole: Rubber  Closure: Lace-Up  Heel Height: 1 centimetres  Heel Type: Flat  Shoe Width: Medium
Palladium Men's Pampa Hi Pilot Ankle Boot,£37.20 - £123.42,Palladium,https://m.media-amazon.com/images/I/41MpF3nNBgL.jpg,https://www.amazon.co.uk/dp/B0825BVHRN,Boots,Men's Shoes,Male,11.00%,Outer Material: Leather  Inner Material: Wool  Sole: Rubber  Closure: laced  Shoe Width: Medium
G-STAR RAW Women's Rackam Scuba Wmn Low-Top Sneakers,£63.77 - £90.00,Visit the G-STAR RAW Store,https://m.media-amazon.com/images/I/31htSsmq66L.jpg,https://www.amazon.co.uk/dp/B079K51P11,Fashion Trainers,Fashion & Athletic Trainers,Female,21.00%,Outer Material: Synthetic  Closure: Lace-Up  Heel Type: Flat  Shoe Width: Medium
Unisa Girls GREMY_LMT Ballet Flat  Platino  2 UK,,Unisa,https://m.media-amazon.com/images/I/41NIoXCRqWS.jpg,https://www.amazon.co.uk/dp/B08LHCTP5W,Ballet Flats,Girls' Shoes,Female,28.00%,Outer Material: Smooth Leather  Inner Material: Leather  Sole: Polyurethane  Closure: Hook & Loop  Heel Type: Flat  Shoe Width: Medium
Lloyd Men's Oleg Derbys,,Lloyd,https://m.media-amazon.com/images/I/410RB+gWCbL.jpg,https://www.amazon.co.uk/dp/B07VV6QX3W,Lace-ups,Men's Shoes,Male,23.00%,Outer Material: Leather  Inner Material: Leather  Sole: Leather  Closure: Lace-Up  Heel Type: Block  Material Composition: Real leather - thin leather cold lining  Shoe Width: Normal
Platform Shoes Women Slip On Canvas Shoes Women's Fashion Front Lace-up Flat Bow Cashew Flower Casual Single Shoes,£18.78 - £21.98,JYC Store,https://m.media-amazon.com/images/I/41FRKDWRKoL.jpg,https://www.amazon.co.uk/dp/B09CNBZCJ5,Fashion Trainers,Fashion & Athletic Trainers,Female,37.00%,Outer Material: Polyurethane  trainer socks womens  equestrian boots  running belt  womens walking shoes  Inner Material: Breathable fabrics  Allows you to enjoy sports without sweating your feet.  trainers for women  trainers  Sole: Rubber  Closure: Lace Up  Heel Height: 3 centimetres  Shoe Width: Medium
Pastry Women's Pop Tart Grid Dance Shoes,£51.24 - £57.46,Pastry,https://m.media-amazon.com/images/I/416BPhnG8UL.jpg,https://www.amazon.co.uk/dp/B017RQTQCW,,,Female,10.00%,Closure: Lace-Up  Heel Type: No Heel  Shoe Width: Medium womens_us
Reebok - Sportswear - Furylite - Multicoloured - 5,,Visit the Reebok Store,https://m.media-amazon.com/images/I/311oakip70L.jpg,https://www.amazon.co.uk/dp/B017XMZUZW,Fashion Trainers,Fashion & Athletic Trainers,Female,12.00%,Closure: Lace-Up  Heel Type: Low  Shoe Width: Medium
Women Knee High Boots Cowboy Knee Boots Warm Zip Platform Long Boots Women's Vintage Splicing Round Toe Plus Velvet Zip Up Short Naked Boots Shoes,£20.78 - £23.38,HTGEWGIR,https://m.media-amazon.com/images/I/41sLoB2j+ML.jpg,https://www.amazon.co.uk/dp/B09C1R7XQ8,Boots,Women's Shoes,Female,40.00%,Outer Material: PU，Fine workmanship  these boots are designed to outlast many summers to come with their high quality composition. Boots sole absorbs sweat and provide great slip resistance.  Inner Material: 【Occasion】good for working holiday  shopping  daily wearing and as gift.Matching dess  jeans and short skirts are all good choices.  Sole: 【Rubber】Each shoe is designed with quality materials to provide maximum comfort and durability while retaining style. Idea gift for yourself and your friends.  Closure: 【Warm Reminder】The Size Mark On The shoes Is Chinese Size Number. Different Shoe Styles  please Select The Size According To Your Foot Type.  Heel Height: 2.5 centimetres  Heel Type: Western Heel，Suitable for Daily  Street  Clubwear  Party  Casual   Hip hop  Music Festivals  Outdoor  Workout  Fitness  Running  Jogging  Date and etc.  Material Composition: PU  Shoe Width: Medium  [Wear-resistant non-slip sole]: The sole of ladies' boots is made of rubber material  which is soft  light and not easily twisted. The non-slip texture at the bottom makes this boot have better anti-slip function  strong grip  cushioning  and shock absorption  and it is safer and more comfortable when walking.
